id	type	language	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	samplingProtocol	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:5	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:5	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N	2020-02-09	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.358545	76.995246	WGS84	10	Gallus sonneratii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Gallus sonneratii	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	Jungle Fowl
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:6	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:6	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N	2020-02-09	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.358545	76.995246	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:7	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:7	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N	2020-02-09	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.358545	76.995246	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:8	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:8	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N	2020-02-10	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.358545	76.995246	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:9	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N:9	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:4N	2020-02-10	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.358545	76.995246	WGS84	10	Gallus sonneratii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Gallus sonneratii	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	Jungle Fowl
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present		ncf:ncbs:arp:seed_predation:Iyerpadi-Top	2020-02/2020-07	rainforest fragment	ad-hoc observation	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Syzygium rubicundum	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Syzygium rubicundum	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	SD
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:1	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:1	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-18	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Acridotheres tristis	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Acridotheres tristis	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	Common Myna
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:10	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:10	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-21	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Funambulus tristriatus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Funambulus tristriatus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funambulus	Jungle Stripped Squirrel
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:11	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:11	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Monticola solitarius	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Monticola solitarius	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Monticola	Blue Rock Thrush
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:12	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:12	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:13	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:13	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:14	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:14	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Funambulus tristriatus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Funambulus tristriatus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funambulus	Jungle Stripped Squirrel
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:15	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:15	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Predator Eaten many not sure how many from my seeds, difficult to see…|activity:Passing Looks like it is eating difficult to see what its eating	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:16	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:16	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing It is munching on something… But there isn’t a video of it picking up the seed…|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-24	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:17	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:17	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-25	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Acridotheres tristis	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Acridotheres tristis	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	Common Myna
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:18	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:18	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-25	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Geokichla citrina	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Geokichla citrina	Animalia	Chordata	Aves	Passeriformes	Turdidae	Geokichla	Orange Headed Thrush
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:2	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:2	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Muntiacus muntjak	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Muntiacus muntjak	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus	Barking Deer
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:3	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:3	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Acridotheres tristis	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Acridotheres tristis	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	Common Myna
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:4	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:4	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:5	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:5	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-20	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Muntiacus muntjak	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Muntiacus muntjak	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus	Barking Deer
