id	type	language	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	samplingProtocol	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:41	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:41	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:42	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:42	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-22	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:43	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:43	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-23	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:44	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:44	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-23	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:45	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:45	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-24	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:46	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:46	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-24	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:47	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:47	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-25	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:48	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:48	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-26	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:49	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:49	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-26	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:5	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:5	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-01	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Larvivora brunnea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Larvivora brunnea	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Larvivora	Indian Blue Robin
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:50	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N:50	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Ormosia_travancorica:4N	2020-02-27	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.354141	76.994109	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
